port_code,date_of_shipment,iec,hsn_code,goods_description,master_category,model_name,model_number,capacity,qty,unit_of_measure,price,unit_of_measure_1,quantity,unit,unit_price_inr,total_value_inr,unit_price_usd,total_value_usd,duty_paid_inr,year,month,unit_standardized,model_name_parsed,capacity_spec_parsed,material_type_parsed,embedded_qty_parsed,unit_price_usd_parsed,grand_total,landed_cost_per_unit,category,sub_category,duty_pct,is_duty_anomaly
INNSA1,2025-05-01,301049751,73239990,SY-845-7 STEEL BASKET ROUND (QTY 50400 PCS/USD 0.5371 PER PCS)SY-845-7 STEEL BASKET ROUND (QTY 50400 PCS/USD 0.5371 PER PC,,,,,,,,,5880.0,KGS,426.133331632653,2505663.99,4.9320987457483,29000.740625,918075.3,2025,5,KG,Unknown,,Steel,50400.0,0.5371,3423739.29,582.2685867346939,Other,General,0.36640000561288344,No
INNSA1,2025-05-01,301049751,73239990,SY-845-4 STEEL BASKET BIG (QTY 14768 PCS/USD 1.0055 PER PCS) SY-845-4 STEEL BASKET BIG (QTY 14768 PCS/USD 1.0055 PER PCS),,,,,,,,,2769.0,KGS,496.384073672806,1374487.5,5.7451860378797,15908.4201388889,503612.2,2025,5,KG,Unknown,,Steel,14768.0,1.0055,1878099.7,678.259191043698,Other,General,0.36639998544912195,No
INNSA1,2025-04-26,301049751,73239990,RYX-02-026-3S MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :848 NUM/CNY 81.50 PER NUM)RYX-02-026-3S MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :84,,,,,,,,,3307.2,KGS,272.327679003387,900642.1,3.15194072920586,10424.0983796296,329995.2,2025,4,KG,Unknown,,Steel,848.0,,1230637.3,372.1085208030963,Other,General,0.36639992734072724,No
INNSA1,2025-04-22,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 2464 PCS/CNY 101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 246,,,,,,,,,8008.0,KGS,401.150300949051,3212411.61,4.64294329802142,37180.6899305555,1177027.6,2025,4,KG,Unknown,,Steel,2464.0,,4389439.21,548.1317694805194,Other,General,0.36639999567178755,No
INNSA1,2025-04-22,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:6240 PCS/USD:0.255PER PCS)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:6240 PCS/USD:0.255,,,,,,,,,214.5,KGS,694.29668997669,148926.64,8.03584131917465,1723.68796296296,54566.7,2025,4,KG,Unknown,,Steel,6240.0,,203493.34000000003,948.6868997668998,Other,General,0.3663998596893074,No
INNSA1,2025-04-21,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY:168000 SETS/USD:0.142PER PCS)STEEL SCRUBBER 2PCS SET (8001-2) (QTY:168000 SETS/USD:0.142,,,,,,,,,4900.0,KGS,437.00727755102,2141335.66,5.05795460128496,24783.9775462963,941331.1,2025,4,KG,Unknown,,Steel,168000.0,,3082666.7600000002,629.1156653061225,Other,General,0.4395999737845864,No
INNSA1,2025-04-18,301049751,73239990,"STEEL BASKET SMALL (SY-845-3) (QTY:8,260 PCS/USD:0.905 PER PCS)STEEL BASKET SMALL (SY-845-3) (QTY:8,260 PCS/USD:0.905 PER P",,,,,,,,,1239.0,KGS,551.819410815174,683704.25,6.38679873628673,7913.24363425926,250509.2,2025,4,KG,Unknown,,Steel,8.0,,934213.45,754.00601291364,Other,General,0.36639994559050937,No
INNSA1,2025-04-18,301049751,73239990,STEEL FRUIT BASKET (SD1078-B) (QTY:20400 PCS/USD:0.844 PER PCS)STEEL FRUIT BASKET (SD1078-B) (QTY:20400 PCS/USD:0.844 PER P,,,,,,,,,3910.0,KGS,402.749961636829,1574752.35,4.66145788931515,18226.3003472222,576989.2,2025,4,KG,Unknown,,Steel,20400.0,,2151741.55,550.3175319693095,Other,General,0.36639996123834956,No
INNSA1,2025-04-15,301049751,73239990,STEEL BASKET BIG (SY845-4) (QTY: 20000 PCS/USD 1.036 PER PCS)STEEL BASKET BIG (SY845-4) (QTY: 20000 PCS/USD 1.036 PER PCS,,,,,,,,,3750.0,KGS,510.659717333333,1914973.94,5.89676347959969,22112.8630484988,701646.5,2025,4,KG,Unknown,,Steel,20000.0,1.036,2616620.44,697.7654506666667,Other,General,0.3664000252661402,No
INNSA1,2025-04-15,301049751,73239990,STEEL BASKET SMALL (SY-845-3) (QTY: 11740 PCS/USD 0.905 PERPCS)STEEL BASKET SMALL (SY-845-3) (QTY: 11740 PCS/USD 0.905 PER,,,,,,,,,1761.0,KGS,557.609852356616,981950.95,6.43891284476461,11338.9255196305,359786.8,2025,4,KG,Unknown,,Steel,11740.0,0.905,1341737.75,761.918086314594,Other,General,0.366399971403867,No
